Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Product rating count (product.metafields.reviews.rating_count),Artwork frame material (product.metafields.shopify.artwork-frame-material),Color (product.metafields.shopify.color-pattern),Frame style (product.metafields.shopify.frame-style),Material (product.metafields.shopify.material),Shape (product.metafields.shopify.shape),Tableware material (product.metafields.shopify.tableware-material),Target gender (product.metafields.shopify.target-gender),Theme (product.metafields.shopify.theme),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
jamun-honey-500-gm,Jamun Honey,"<div>
<h3>Product Details</h3>
<p dir=""ltr""><strong>Why choose Isha Life’s Jamun Honey?</strong></p>
<p><strong> </strong></p>
<ul>
<li dir=""ltr"" aria-level=""1"">
<p dir=""ltr"" role=""presentation"">Monofloral Honey: Derived predominantly from the nectar of Jamun blossoms</p>
</li>
<li dir=""ltr"" aria-level=""1"">
<p dir=""ltr"" role=""presentation"">Unblended: 100% pure honey collected from a single-source harvest </p>
</li>
<li dir=""ltr"" aria-level=""1"">
<p dir=""ltr"" role=""presentation"">Forest Elixir: Procured from the Jamun forests of Bihar &amp; Jharkhand</p>
</li>
<li dir=""ltr"" aria-level=""1"">
<p dir=""ltr"" role=""presentation"">Unique flavor &amp; Color: Rich, dark honey with a distinct Jamun flavor</p>
</li>
<li dir=""ltr"" aria-level=""1"">
<p dir=""ltr"" role=""presentation"">Unprocessed: Raw and free from preservatives and additives</p>
</li>
</ul>
<p> </p>
<p> </p>
<ul>
<li dir=""ltr"" aria-level=""1"">
<p dir=""ltr"" role=""presentation"">Enjoy directly to appreciate its complex flavor profile</p>
</li>
<li dir=""ltr"" aria-level=""1"">
<p dir=""ltr"" role=""presentation"">Drizzle over sprouted salads to complement its slightly bitter-sweet profile.</p>
</li>
<li dir=""ltr"" aria-level=""1"">
<p dir=""ltr"" role=""presentation"">Pair with roasted nuts for a rich, earthy contrast.</p>
</li>
</ul>
<p> </p>
</div>
<div>
<h3>Product Description</h3>
<div data-content-type=""row"" data-appearance=""contained"" data-element=""main"">
<div data-enable-parallax=""0"" data-parallax-speed=""0.5"" data-background-images=""{}"" data-background-type=""image"" data-video-loop=""true"" data-video-play-only-visible=""true"" data-video-lazy-load=""true"" data-video-fallback-src="""" data-element=""inner"" data-pb-style=""S8IPF0O"">
<div data-content-type=""text"" data-appearance=""default"" data-element=""main"">
<p><strong>Isha Life Jamun Honey</strong><span> </span>is a monofloral honey derived predominantly from the nectar of Jamun blossoms, sourced from the hidden forests of Bihar and Jharkhand. This raw and authentic honey reflects the inherent properties of the Jamun tree, known for its distinct taste and rich, dark hue.</p>
<p>Earthy and robust with distinctive fruity undertones, each spoonful reveals complex flavors that carry the deep purple essence of Jamun blossoms. This honey supports daily wellbeing and complements yogic sadhana, continuing the traditional legacy where Jamun has been honored for its grounding properties.</p>
</div>
</div>
</div>
</div>
<div>
<h3>More Information</h3>
<div class=""additional-attributes-wrapper table-wrapper"">
<table class=""data table additional-attributes"" id=""product-attribute-specs-table"">
<caption class=""table-caption"">More Information</caption>
<tbody>
<tr>
<td class=""col label sku"" scope=""row"">SKU:</td>
<td class=""col data sku"">NF0014706901</td>
</tr>
</tbody>
</table>
</div>
</div>",A.P. Exports,"Food, Beverages & Tobacco > Food Items > Condiments & Sauces > Honey",Health - Honey,Honey,true,Title,Default Title,,,,,,,,8905795033603,800.0,shopify,207,deny,manual,24.00,,true,true,,,,,NF0014706901,https://cdn.shopify.com/s/files/1/0072/6994/1333/files/jh1.jpg?v=1762342088,1,"",false,,,2,,,,,,,,,,kg,,,active
jamun-honey-500-gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0072/6994/1333/files/jh2.jpg?v=1762342091,2,"",,,,,,,,,,,,,,,,,
jamun-honey-500-gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0072/6994/1333/files/jh3.jpg?v=1762342088,3,"",,,,,,,,,,,,,,,,,
jamun-honey-500-gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0072/6994/1333/files/jh5.jpg?v=1762342089,4,"",,,,,,,,,,,,,,,,,
jamun-honey-500-gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0072/6994/1333/files/jh4.jpg?v=1762342088,5,"",,,,,,,,,,,,,,,,,
linga-bhairavi-with-bangles-photo-black-8x12,Linga Bhairavi with Bangles Photo Black (8x12),"<div>
<h3>Product Description</h3>
<div data-content-type=""row"" data-appearance=""contained"" data-element=""main"">
<div data-enable-parallax=""0"" data-parallax-speed=""0.5"" data-background-images=""{}"" data-background-type=""image"" data-video-loop=""true"" data-video-play-only-visible=""true"" data-video-lazy-load=""true"" data-video-fallback-src="""" data-element=""inner"" data-pb-style=""R39UPOX"">
<div data-content-type=""text"" data-appearance=""default"" data-element=""main"">
<p>Ignite your devotion with an alluring photograph of Linga Bhairavi in her original form. Encased in an elegant wooden frame, this photograph is lightweight and easy to clean. It comes with a mounting hole and an easel stand. Perfect for keeping in your pooja room, office, or living room, it is a constant reminder of Devi’s boundless grace.</p>
<p> </p>
</div>
</div>
</div>
</div>
<div>
<h3>More Information</h3>
<div class=""additional-attributes-wrapper table-wrapper"">
<table class=""data table additional-attributes"" id=""product-attribute-specs-table"">
<caption class=""table-caption"">More Information</caption>
<tbody>
<tr>
<td class=""col label sku"" scope=""row"">SKU:</td>
<td class=""col data sku"">ME0020210000</td>
</tr>
<tr>
<td class=""col label country_of_manufacture"" scope=""row"">Country of Origin:</td>
<td class=""col data country_of_manufacture"">India</td>
</tr>
<tr>
<td class=""col label zonos_hscode"" scope=""row"">HScode:</td>
<td class=""col data zonos_hscode"">441400</td>
</tr>
</tbody>
</table>
</div>
</div>",Isha Life,Religious & Ceremonial > Religious Items,Photos,Photo,true,Title,Default Title,,,,,,,,0111317,0.0,shopify,1,deny,manual,12.00,,true,true,,,,,ME0020210000,https://cdn.shopify.com/s/files/1/0072/6994/1333/files/LB1_28da85ee-69a1-4b89-ad50-2d7586e130b5.jpg?v=1762341831,1,"",false,,,,,,,,,,,,,kg,,,active
linga-bhairavi-with-bangles-photo-black-8x12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0072/6994/1333/files/LB3_184a3c29-9fd7-4ef0-8aa2-810a74144a41.jpg?v=1762341831,2,"",,,,,,,,,,,,,,,,,
linga-bhairavi-with-bangles-photo-black-8x12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0072/6994/1333/files/LL3.jpg?v=1762341831,3,"",,,,,,,,,,,,,,,,,
linga-bhairavi-with-bangles-photo-black-8x12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0072/6994/1333/files/LL1.jpg?v=1762341832,4,"",,,,,,,,,,,,,,,,,
linga-bhairavi-with-bangles-photo-black-8x12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0072/6994/1333/files/LL2.jpg?v=1762341831,5,"",,,,,,,,,,,,,,,,,
linga-bhairavi-with-bangles-photo-black-6x4,Linga Bhairavi with Bangles Photo Black (6x4),"<div>
<h3>Product Description</h3>
<div data-content-type=""row"" data-appearance=""contained"" data-element=""main"">
<div data-enable-parallax=""0"" data-parallax-speed=""0.5"" data-background-images=""{}"" data-background-type=""image"" data-video-loop=""true"" data-video-play-only-visible=""true"" data-video-lazy-load=""true"" data-video-fallback-src="""" data-element=""inner"" data-pb-style=""LR1CNG8"">
<div data-content-type=""text"" data-appearance=""default"" data-element=""main"">
<p>Ignite your devotion with an alluring photograph of Linga Bhairavi in her original form. Encased in an elegant wooden frame, this photograph is lightweight, easy to clean, and comes with an easel stand. Perfect for keeping in your pooja room, office, or living room, it is a constant reminder of Devi’s boundless grace.</p>
<p> </p>
</div>
</div>
</div>
</div>
<div>
<h3>More Information</h3>
<div class=""additional-attributes-wrapper table-wrapper"">
<table class=""data table additional-attributes"" id=""product-attribute-specs-table"">
<caption class=""table-caption"">More Information</caption>
<tbody>
<tr>
<td class=""col label sku"" scope=""row"">SKU:</td>
<td class=""col data sku"">ME0020208900</td>
</tr>
<tr>
<td class=""col label country_of_manufacture"" scope=""row"">Country of Origin:</td>
<td class=""col data country_of_manufacture"">India</td>
</tr>
<tr>
<td class=""col label zonos_hscode"" scope=""row"">HScode:</td>
<td class=""col data zonos_hscode"">441400</td>
</tr>
</tbody>
</table>
</div>
</div>",Isha Life,Religious & Ceremonial > Religious Items,Linga Bhairavi,Photo,true,Title,Default Title,,,,,,,,0111316,100.0,shopify,0,deny,manual,6.00,,true,true,,,,,ME0020208900,https://cdn.shopify.com/s/files/1/0072/6994/1333/files/LB1.jpg?v=1762341413,1,"",false,,,,,,,,,,,,,kg,,,active
linga-bhairavi-with-bangles-photo-black-6x4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0072/6994/1333/files/LB3.jpg?v=1762341413,2,"",,,,,,,,,,,,,,,,,
linga-bhairavi-with-bangles-photo-black-6x4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0072/6994/1333/files/LB2.jpg?v=1762341413,3,"",,,,,,,,,,,,,,,,,
unisex-nandi-printed-organic-cotton-t-shirt-off-white,Unisex Nandi Printed Organic Cotton T-Shirt - Off White,"<div>
<h3>Product Description</h3>
<p><span data-sheets-value='{""1"":2,""2"":""This off-white Cotton t-shirt comes with a print of cheerful Nandis emerging out from the left. It can be paired with  jeans, trousers or dhoti pants for a casual look. ""}' data-sheets-userformat='{""2"":961,""3"":{""1"":0},""9"":0,""10"":0,""11"":4,""12"":0}'>This off-white Cotton t-shirt comes with a print of cheerful Nandis emerging out from the left. It can be paired with jeans, trousers or dhoti pants for a casual look.</span></p>
<p> </p>
</div>
<div><br></div>",Isha Life,Apparel & Accessories,Clothing - Unisex T-Shirts,New Arrivals,true,Size,S,,,,,,,,0401165 S,0.0,shopify,4,deny,manual,15.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0072/6994/1333/files/NS1.jpg?v=1762341132,1,"",false,,,,,,,,,,,,,kg,,,active
unisex-nandi-printed-organic-cotton-t-shirt-off-white,,,,,,,,,M,,,,,,,,0401165 M,0.0,shopify,4,deny,manual,15.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0072/6994/1333/files/NS4.jpg?v=1762341132,2,"",,,,,,,,,,,,,,kg,,,
unisex-nandi-printed-organic-cotton-t-shirt-off-white,,,,,,,,,L,,,,,,,,0401165 L,0.0,shopify,10,deny,manual,15.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0072/6994/1333/files/NS3.jpg?v=1762341132,3,"",,,,,,,,,,,,,,kg,,,
unisex-nandi-printed-organic-cotton-t-shirt-off-white,,,,,,,,,XL,,,,,,,,0401165 XL,0.0,shopify,1,deny,manual,15.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0072/6994/1333/files/NS2.jpg?v=1762341132,4,"",,,,,,,,,,,,,,kg,,,
unisex-nandi-printed-organic-cotton-t-shirt-off-white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0072/6994/1333/files/NS5.jpg?v=1762341132,5,"",,,,,,,,,,,,,,,,,
moringa-snack-bar,Moringa Energy Bar,"<div>
<h3>Product Description</h3>
<div data-content-type=""row"" data-appearance=""contained"" data-element=""main"">
<div data-enable-parallax=""0"" data-parallax-speed=""0.5"" data-background-images=""{}"" data-background-type=""image"" data-video-loop=""true"" data-video-play-only-visible=""true"" data-video-lazy-load=""true"" data-video-fallback-src="""" data-element=""inner"" data-pb-style=""IWY5GS4"">
<div data-content-type=""text"" data-appearance=""default"" data-element=""main"">
<p>Embrace the joy of guilt-free snacking with Isha Life! Introducing nutrient-dense delights crafted from highly pranic ingredients and steeped in yogic wisdom.</p>
<p>This powerhouse of a bar is an incredible blend of six superfoods including groundnut, spirulina, alfalfa, almond, jaggery, cardamom, and dry ginger. It also contains Moringa, a yogic wonder. For centuries, it has been an integral part of yogic culture and ancient medicinal systems. Moringa is rich in micronutrients, protein, and essential amino acids. With no added preservatives, oil, gluten, refined sugar, or artificial ingredients, this pack of 10 bars is a power-packed treat perfect for sharing with your family and friends.</p>
</div>
</div>
</div>
</div>
<div>
<h3><br></h3>
<div class=""additional-attributes-wrapper table-wrapper"">
<table class=""data table additional-attributes"" id=""product-attribute-specs-table"">
<caption class=""table-caption"">More Information</caption>
<tbody>
<tr>
<td class=""col label sku"" scope=""row"">SKU:<span>NF0012800000</span><br>
</td>
<td class=""col data sku""></td>
</tr>
</tbody>
</table>
</div>
</div>",A.P. Exports,"Food, Beverages & Tobacco > Food Items > Snack Foods > Cereal & Granola Bars > Granola Bars",Natural Foods,"#Natural, Healthy Snacks",true,Title,Default Title,,,,,,,,NF0012800000,20.0,shopify,17,deny,manual,1.20,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0072/6994/1333/files/MB1.jpg?v=1750661700,1,"",false,,,,,,,,,,,,,kg,,,active
moringa-snack-bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0072/6994/1333/files/MB3.jpg?v=1750661700,2,"",,,,,,,,,,,,,,,,,
moringa-snack-bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0072/6994/1333/files/MB4.jpg?v=1750661700,3,"",,,,,,,,,,,,,,,,,
moringa-snack-bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0072/6994/1333/files/MB5.jpg?v=1750661700,4,"",,,,,,,,,,,,,,,,,
moringa-snack-bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0072/6994/1333/files/MB6.jpg?v=1750661700,5,"",,,,,,,,,,,,,,,,,
moringa-snack-bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0072/6994/1333/files/MB7.jpg?v=1750661700,6,"",,,,,,,,,,,,,,,,,
moringa-energy-bar-pack-of-10,Moringa Energy Bar - Pack of 10,"<div>
<h3>Product Description</h3>
<div data-content-type=""row"" data-appearance=""contained"" data-element=""main"">
<div data-enable-parallax=""0"" data-parallax-speed=""0.5"" data-background-images=""{}"" data-background-type=""image"" data-video-loop=""true"" data-video-play-only-visible=""true"" data-video-lazy-load=""true"" data-video-fallback-src="""" data-element=""inner"" data-pb-style=""IWY5GS4"">
<div data-content-type=""text"" data-appearance=""default"" data-element=""main"">
<p>Embrace the joy of guilt-free snacking with Isha Life! Introducing nutrient-dense delights crafted from highly pranic ingredients and steeped in yogic wisdom.</p>
<p>This powerhouse of a bar is an incredible blend of six superfoods including groundnut, spirulina, alfalfa, almond, jaggery, cardamom, and dry ginger. It also contains Moringa, a yogic wonder. For centuries, it has been an integral part of yogic culture and ancient medicinal systems. Moringa is rich in micronutrients, protein, and essential amino acids. With no added preservatives, oil, gluten, refined sugar, or artificial ingredients, this pack of 10 bars is a power-packed treat perfect for sharing with your family and friends.</p>
</div>
</div>
</div>
</div>
<div>
<h3><br></h3>
<div class=""additional-attributes-wrapper table-wrapper"">
<table class=""data table additional-attributes"" id=""product-attribute-specs-table"">
<caption class=""table-caption"">More Information</caption>
<tbody>
<tr>
<td class=""col label sku"" scope=""row"">SKU:</td>
<td class=""col data sku"">NF0012900000</td>
</tr>
</tbody>
</table>
</div>
</div>",A.P. Exports,"Food, Beverages & Tobacco > Food Items > Snack Foods > Cereal & Granola Bars > Granola Bars",Natural Foods,"Energy Bar, Healthy Snacks",true,Title,Default Title,,,,,,,,NF0012900000,200.0,shopify,16,deny,manual,12.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0072/6994/1333/files/MB7.jpg?v=1750661700,1,"",false,,,,,,,,,,,,,kg,,4.50,active
moringa-energy-bar-pack-of-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0072/6994/1333/files/MB6.jpg?v=1750661700,2,"",,,,,,,,,,,,,,,,,
moringa-energy-bar-pack-of-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0072/6994/1333/files/MB5.jpg?v=1750661700,3,"",,,,,,,,,,,,,,,,,
moringa-energy-bar-pack-of-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0072/6994/1333/files/MB4.jpg?v=1750661700,4,"",,,,,,,,,,,,,,,,,
moringa-energy-bar-pack-of-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0072/6994/1333/files/MB3.jpg?v=1750661700,5,"",,,,,,,,,,,,,,,,,
moringa-energy-bar-pack-of-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0072/6994/1333/files/MB2.jpg?v=1750661700,6,"",,,,,,,,,,,,,,,,,
moringa-energy-bar-pack-of-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0072/6994/1333/files/MB1.jpg?v=1750661700,7,"",,,,,,,,,,,,,,,,,
linga-bhairavi-silver-long-chain-holds-linga-bhairavi-gold-silver-and-copper-pendants,"Linga Bhairavi Silver long Chain. Holds Linga Bhairavi Gold, Silver and Copper pendants","<div>
<h3>Product Details</h3>
<p class="""" data-start=""843"" data-end=""905""><strong data-start=""865"" data-end=""903"">About Linga Bhairavi Silver Chain:</strong></p>
<ul data-start=""906"" data-end=""1002"">
<li class="""" data-start=""906"" data-end=""963"">
<p class="""" data-start=""908"" data-end=""963"">Can be paired with Linga Bhairavi Gold/Silver pendant</p>
</li>
<li class="""" data-start=""964"" data-end=""1002"">
<p class="""" data-start=""966"" data-end=""1002"">Superior quality and smooth design</p>
</li>
</ul>
<p class="""" data-start=""1004"" data-end=""1056""><strong data-start=""1004"" data-end=""1017"">How long?</strong><br data-start=""1017"" data-end=""1020""><strong>Length</strong>: approximately 22–23 inches<br data-start=""81"" data-end=""84""><strong>Weight</strong>: 15 grams</p>
</div>
<div>
<h3>Product Description</h3>
<p><span>Sitting comfortably around your neck</span></p>
<p><span>A powerful accessory with many symbolisms</span></p>
<p><span>From a Rudraksha Mala to a Mangalsutra</span></p>
<p><span>A chain conveys a lot, just by its presence</span></p>
<p><span>One of the most precious metals in the world, silver has adorned Indian jewelry since ancient times. Strong and durable in nature, it is an effective instrument to always stay close to the grace of the Divine Feminine. Isha Life’s Linga Bhairavi Silver chain is intricately crafted to hold your Gold, Silver or Copper Devi pendant.</span></p>
</div>
<div>
<h3>More Information</h3>
<div class=""additional-attributes-wrapper table-wrapper"">
<table class=""data table additional-attributes"" id=""product-attribute-specs-table"">
<caption class=""table-caption"">More Information</caption>
<tbody>
<tr>
<td class=""col label sku"" scope=""row"">SKU:</td>
<td class=""col data sku"">CA0042300009</td>
</tr>
<tr>
<td class=""col label zonos_hscode"" scope=""row"">HScode:</td>
<td class=""col data zonos_hscode"">711719</td>
</tr>
</tbody>
</table>
</div>
</div>",A.P. Exports,Apparel & Accessories > Jewelry > Necklaces,Jewellery - Silver,Jewellery,true,Title,Default Title,,,,,,,,CA0042300009,50.0,shopify,3,deny,manual,300.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0072/6994/1333/files/sc5.jpg?v=1750661325,1,"",false,,,,,,,,,,,,,kg,,59.00,active
